title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"American - $223: Boston - San Juan, Puerto Rico. Roundtrip, including all Taxes",223,0,/Mar 26 2016 - mid May,4061,BOS - PHL (Philadelphia) - SJU (San Juan) - CLT (Charlotte) - BOS,<li>Valid for travel until mid May. Availability is limited. Must purchase at least 14 days in advance of departure</li>,26 Mar 2016,American
"Korean Air - $667: Seattle - Singapore. Roundtrip, including all Taxes",667,0,/September - November,16156,SEA - ICN (Seoul) - HKG (Hong Kong) - SIN (Singapore) - HKG - SEA,<li>Valid for travel on the outbound from September - November Monday through Thursday departures and returns. Must purchase at least 60 days in advance of departure</li>,26 Mar 2016,Korean Air
"American - $70: Dallas - Orlando (and vice versa). Roundtrip, including all Taxes",70,1,/April,1966,MCO (Orlando) - DFW - MCO (Orlando)/DFW - MCO (Orlando) - DFW,"<li>Valid for travel in April for Tuesday, Wednesday and Saturday departures and returns. Availability is extremely limited. Must purchase at least 21 days in advance of departure</li>",26 Mar 2016,American
"Delta - $817: Portland - Santiago de Chile, Chile. Roundtrip, including all Taxes",817,0,/Mar 26 2016 - June,13758,PDX - ATL (Atlanta) - Santiago de Chile (SCL) - ATL - PDX,<li>Valid for travel until June. Must purchase at least 7 days in advance of departure</li>,26 Mar 2016,Delta
"American - $369: San Francisco - San Jose, Costa Rica. Roundtrip, including all Taxes",369,0,/Mar 26 2016 - May,7402,SFO - MIA (Miami) - SJO (San Jose) - MIA - SFO,<li>Valid for travel until May. Must purchase at least 1 day in advance of departure</li>,26 Mar 2016,American
"American - $146: Phoenix - Atlanta (and vice versa). Roundtrip, including all Taxes",146,1,/April 14th - ,3166,ATL (Atlanta) - PHX - ATL (Atlanta)/PHX - ATL (Atlanta) - PHX,"<li>Valid for travel from April 14th - 30th for Monday, Wednesday, Friday and Saturday departures and returns. Availability is extremely limited - just a few scattered dates. Must purchase at least 14 days in advance of departure.</li>",24 Mar 2016,American
"Copa - $591: San Francisco - Rio de Janeiro, Brazil. Roundtrip, including all Taxes",591,0,/Mar 24 2016 - early June,13312,SFO - PTY (Panama City) - GIG (Rio de Janeiro) - PTY - SFO,<li>Valid for travel until early June. Must purchase at least 21 days in advance of departure</li>,24 Mar 2016,Copa
"American - $619: Boston - Honolulu, Hawaii (and vice versa). Roundtrip, including all Taxes",619,1,/April 19th - May 12th,10489,HNL (Honolulu) - DFW (Dallas) - BOS - LAX (Los Angeles) - HNL (Honolulu)/BOS - DFW (Dallas) - HNL (Honolulu) - LAX (Los Angeles) - BOS,"<li>Valid for travel from April 19th - May 12th for Monday through Thursday departures and returns. Must purchase at least 1 day in advance of departure and by <strong>March 24th (TODAY)<br>
</strong></li>",24 Mar 2016,American
"American - $166: Miami - Las Vegas (and vice versa). Roundtrip, including all Taxes",166,1,/April - May,4340,LAS (Las Vegas) - MIA - LAS (Las Vegas)/MIA - LAS (Las Vegas) - MIA,"<li>Valid for travel from April - May for Monday, Tuesday, Wednesday, Thursday, Friday and Saturday departures and returns. Availability is limited. Must purchase at least 14 days in advance of departure <strong><br>
</strong></li>",24 Mar 2016,American
"Delta - $120: Los Angeles - Dallas (and vice versa). Roundtrip, including all Taxes",120,1,"/Mar 24 2016 - early May/late September - early February, 2017",2462,DFW (Dallas) - LAX - DFW (Dallas)/LAX - DFW (Dallas) - LAX,"<li>Valid for travel until early May or late September - early February, 2017. Must purchase at least 7 days in advance of departure</li>",24 Mar 2016,Delta
"All Nippon Airways - $788: Washington D.C. - Kuala Lumpur, Malaysia. Roundtrip, including all Taxes",788,0,/September - November,20186,IAD - NRT (Tokyo) - KUL (Kuala Lumpur) - NRT - IAD,<li>Valid for travel on the outbound from September - November for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,25 Mar 2016,All Nippon Airways
"Etihad - $888: New York - Melbourne, Australia. Roundtrip, including all Taxes",888,0,/Mar 25 2016 - early June/mid October - November,27978,JFK - AUH (Abu Dhabi) - MEL (Melbourne) - AUH - JFK,<li>Valid for travel on the outbound until early June or mid October - November. Must purchase at least 1 day in advance of departure</li>,25 Mar 2016,Etihad
"American - $70: Dallas - Las Vegas (and vice versa). Roundtrip, including all Taxes",70,1,/late April - mid May,2104,LAS (Las Vegas) - DFW - LAS (Las Vegas)/DFW - LAS (Las Vegas) - DFW,"<li>Valid for travel from late April - mid May for Tuesday, Wednesday, and Saturday departures and returns. Availability is limited. Must purchase at least 21 days in advance of departure</li>",25 Mar 2016,American
"[FARE GONE] Summer Europe Fare - American - $465: Philadelphia - Milan, Italy. Roundtrip, including all Taxes",465,0,/late May - early August,11924,PHL - MIA (Miami) - MXP (Milan) - MIA - PHL,<li>Valid for travel on the outbound from late May - early August for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. A 7 day minimum stay is required. Must purchase at least 7 days in advance of departure</li>,25 Mar 2016,American
"American - $283: Phoenix - Anchorage, Alaska (and vice versa). Roundtrip, including all Taxes",283,1,/mid April - May 3rd,5074,ANC (Anchorage) - PHX - ANC (Anchorage)/PHX - ANC (Anchorage) - PHX,"<li>Valid for travel from mid April - May 3rd for Tuesday, Wednesday and Saturday departures and returns. Must purchase at least 21 days in advance of departure</li>",25 Mar 2016,American
"United - $143: Dallas - Portland, Oregon (and vice versa). Roundtrip, including all Taxes",143,1,/mid April - early May,4036,PDX (Portland) - SFO (San Francisco) - DFW - SFO - PDX (Portland)/DFW - SFO (San Francisco) - PDX (Portland) - SFO - DFW,<li>Valid for travel from mid April - early May. Availability is limited. Must purchase at least 14 days in advance of departure</li>,23 Mar 2016,United
"Delta - $403: Los Angeles - St. Thomas, US Virgin Islands. Roundtrip, including all Taxes",403,0,/Mar 23 2016 - early May,7636,LAX - ATL (Atlanta) - STT (St,<li>Valid for travel until early May. Availability is limited. Must purchase at least 14 days in advance of departure.</li>,23 Mar 2016,Delta
"Air Canada - $681: Philadelphia - Shanghai, China. Roundtrip, including all Taxes",681,0,/Mar 23 2016 - April/late September - early December,14868,PHL - YYZ (Toronto) - PVG (Shanghai) - YYZ - PHL,"<li>Valid for travel on the outbound until April or late September - early December for Monday, Tuesday, Wednesday, Friday and Sunday departures and returns. Must purchase at least 3 days in advance of departure.</li>",23 Mar 2016,Air Canada
"American - $120: Newark - Las Vegas (and vice versa). Roundtrip, including all Taxes",120,1,/Mar 23 2016 - mid May,4876,LAS (Las Vegas) - CLT (Charlotte) - EWR - CLT - LAS (Las Vegas)/EWR - CLT (Charlotte) - LAS (Las Vegas) - CLT - EWR,<li>Valid for travel until mid May. Availability is extremely limited. Must purchase at least 21 days in advance of departure</li>,23 Mar 2016,American
"[FARE GONE] United - $425: Chicago - Dublin, Ireland. Roundtrip, including all Taxes",425,0,/Mar 21 2016 - early May,7627,ORD - EWR (Newark) - DUB (Dublin) - YYZ (Toronto) - ORD,<li>Valid for travel on the outbound until early May. Must purchase at least 7 days in advance of departure</li>,21 Mar 2016,United
"American - $86: Baltimore - Miami (and vice versa). Roundtrip, including all Taxes",86,1,/May,1894,MIA (Miami) - BWI - MIA (Miami)/BWI - MIA (Miami) - BWI,<li>Valid for travel in May. Availability is extremely limited. There is also availability for June travel at $105 roundtrip. Must purchase at least 14 days in advance of departure</li>,22 Mar 2016,American
"Delta - $589: New York - Athens, Greece. Roundtrip, including all Taxes",589,0,/Mar 22 2016 - May,9850,JFK - ATH (Athens) - JFK,<li>Valid for travel on the until May. Must purchase at least 3 days in advance of departure</li>,22 Mar 2016,Delta
"American - $120: Chicago - Orlando (and vice versa). Roundtrip, including all Taxes",120,1,/Mar 22 2016 - early May,2010,MCO (Orlando) - ORD - MCO (Orlando)/ORD - MCO (Orlando) - ORD,<li>Valid for travel until early May. Availability is limited. Must purchase at least 1 day in advance of departure</li>,22 Mar 2016,American
"[FARE GONE] American - Starting $640: Phoenix / Dallas / Miami / Philadelphia / Boston / Chicago / Los Angeles - Barcelona / Madrid / London / Paris. Roundtrip, including all Taxes",640,0,/Mar 22 2016 - early May/late August - October,13304,PHX - MIA (Miami) - BCN (Barcelona) - MIA - PHX,<li>Valid for travel on the outbound until early May or late August - October. Must purchase at least 7 days in advance of departure</li>,22 Mar 2016,American
"American - $371: Seattle - San Juan, Puerto Rico. Roundtrip, including all Taxes",371,0,/Mar 22 2016 - May,7764,SEA - CLT (Charlotte) - SJU (San Juan) - JFK (New York) - SEA,<li>Valid for travel until May. Availability is limited. Must purchase at least 3 days in advance of departure</li>,22 Mar 2016,American
"American - $398: Portland - Aruba. Roundtrip, including all Taxes",398,0,/mid April - early May,8617,PDX - CLT (Charlotte) - MIA (Miami) - AUA (Aruba) - CLT (Charlotte) - SFO (San Francisco) - PDX,<li>Valid for travel from mid April - early May. Availability is limited. Must purchase at least 21 days in advance of departure</li>,22 Mar 2016,American
"[FARE GONE] American - $680: Los Angeles / Phoenix / Dallas / Miami / Philadelphia / Boston / Chicago - Porto, Portugal. Roundtrip, including all Taxes",680,0,/Mar 22 2016 - early May/late August - October,12601,LAX - CLT (Charlotte) - MAD (Madrid) - OPO (Porto) - MAD - LAX,<li>Valid for travel on the outbound until early May or late August - October. Must purchase at least 7 days in advance of departure</li>,22 Mar 2016,American
"United - $87: Boston - Dallas (and vice versa). Roundtrip, including all Taxes",87,1,/late April - early June,3230,DFW (Dallas) - ORD (Chicago) - BOS - EWR (Newark) - DFW (Dallas)/BOS - ORD (Chicago) - DFW (Dallas) - EWR (Newark) - BOS,"<li>Valid for travel from late April - early June for Tuesday, Wednesday and Saturday departures and returns. Must purchase at least 21 days in advance of departure</li>",22 Mar 2016,United
"United - $669: San Francisco - Hong Kong. Roundtrip, including all Taxes",669,0,/Mar 22 2016 - mid May,13820,SFO - HKG (Hong Kong) - SFO,<li>Valid for travel on the outbound from until mid May for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>,22 Mar 2016,United
"United - $136: San Francisco - Fort Lauderdale (and vice versa). Roundtrip, including all Taxes",136,1,/Mar 22 2016 - early June,5156,FLL (Fort Lauderdale) - SFO - FLL (Fort Lauderdale)/SFO - FLL (Fort Lauderdale) - SFO,<li>Valid for travel until early June. Availability is limited. Must purchase at least 14 days in advance of departure</li>,22 Mar 2016,United
"Delta - $296 / $300: Newark / New York - Quito, Ecuador. Roundtrip, including all Taxes",296,0,/Mar 22 2016 - mid May,5940,EWR - ATL (Atlanta) - UIO (Quito) - ATL - EWR,<li>Valid for travel until mid May. Must purchase at least 7 days in advance of departure</li>,22 Mar 2016,Delta
"[FARE GONE] American - $658: Washington D.C. / Newark / Cleveland - Hong Kong. Roundtrip, including all Taxes",658,0,/Mar 23 2016 - mid May,18588,DCA - DFW (Dallas) - HKG (Hong Kong) - DFW - DCA,<li>Valid for travel on the outbound from until mid May. Must purchase at least 3 days in advance of departure.</li>,23 Mar 2016,American
"Emirates - $862: New York - The Maldives. Roundtrip, including all Taxes",862,0,/Mar 23 2016 - early June,17442,"JFK - DXB (Dubai) - MLE (Male, Maldives) - DXB (Dubai) - JFK",<li>Valid for travel on the outbound until early June with a 7 day minimum stay for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. Must purchase at least 3 days in advance of departure</li>,23 Mar 2016,Emirates
"American - $116: Chicago - Fort Lauderdale (and vice versa). Roundtrip, including all Taxes",116,1,/Mar 23 2016 - early May,2364,FLL (Fort Lauderdale) - ORD - FLL (Fort Lauderdale)/ORD - FLL (Fort Lauderdale) - ORD,"<li>Valid for travel until early May or early June. Availability is limited. Must purchase at least 7 days in advance of departure <strong><br>
</strong></li>",23 Mar 2016,American
"Emirates - $444: New York - Milan, Italy. Roundtrip, including all Taxes",444,0,"/Mar 21 2016 - early May/late August - December 8th/August 5th - September 5th/December 31st, 2016 - January 10th, 2017",7964,JFK - MXP (Milan) - JFK,"<li>Valid for travel on the outbound until early May or late August - December 8th or January, 2017 for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. All travel must be completed by February 7th, 2017. Blackout dates on the inbound from August 5th - September 5th or December 31st, 2016 - January 10th, 2017. A 7 day minimum stay is required. Must purchase at least 3 days in advance of departure and by <strong>March 21st (TODAY)</strong></li>",21 Mar 2016,Emirates
"American - $70: Chicago - Denver (and vice versa). Roundtrip, including all Taxes",70,1,/April,1770,DEN (Denver) - ORD - DEN (Denver)/ORD - DEN (Denver) - ORD,<li>Valid for travel in April for Tuesday and Wednesday departures and returns. Availability is extremely limited - just a few scattered dates. Must purchase at least 21 days in advance of departure</li>,21 Mar 2016,American
"American - $126: Miami - Denver (and vice versa). Roundtrip, including all Taxes",126,1,/April,3414,DEN (Denver) - MIA - DEN (Denver)/MIA - DEN (Denver) - MIA,<li>Valid for travel in April. Availability is limited. Must purchase at least 7 days in advance of departure</li>,21 Mar 2016,American
"Air Canada - $538: Portland - Beijing, China. Roundtrip, including all Taxes",538,0,/April,11058,PDX - YVR Vancouver) - PEK (Beijing) - YVR - PDX,<li>Valid for travel on the outbound in April with a 5 day minimum stay. Limited availability. Must purchase at least 3 days in advance of departure</li>,21 Mar 2016,Air Canada
